case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_00171,payment_failure,16880.54,Returning customer with historical transaction activity.,"Payment of ₹16,880.54 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00172,payment_failure,3606.35,Returning customer with historical transaction activity.,"Payment of ₹3,606.35 failed during the payment flow.",network_error,retry,approved,recovered,3606.35,3
CASE_00173,payment_failure,9218.81,Returning customer with historical transaction activity.,"Payment of ₹9,218.81 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00174,payment_failure,6416.73,Returning customer with historical transaction activity.,"Payment of ₹6,416.73 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_00175,payment_failure,5399.15,Returning customer with historical transaction activity.,"Payment of ₹5,399.15 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,5399.15,1
CASE_00176,payment_failure,4589.07,Returning customer with historical transaction activity.,"Payment of ₹4,589.07 failed during the payment flow.",expired_card,payment_method_update,approved,failed,0.0,0
CASE_00177,payment_failure,8078.39,Returning customer with historical transaction activity.,"Payment of ₹8,078.39 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,8078.39,2
CASE_00178,payment_failure,5284.61,Returning customer with historical transaction activity.,"Payment of ₹5,284.61 failed during the payment flow.",network_error,retry,approved,recovered,5284.61,1
CASE_00179,payment_failure,3368.97,Returning customer with historical transaction activity.,"Payment of ₹3,368.97 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3368.97,3
CASE_00180,payment_failure,3503.43,Returning customer with historical transaction activity.,"Payment of ₹3,503.43 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3503.43,3
CASE_00181,payment_failure,331.17,Returning customer with historical transaction activity.,Payment of ₹331.17 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,331.17,2
CASE_00182,payment_failure,5373.42,Returning customer with historical transaction activity.,"Payment of ₹5,373.42 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,5373.42,2
CASE_00183,payment_failure,636.61,Returning customer with historical transaction activity.,Payment of ₹636.61 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,636.61,2
CASE_00184,payment_failure,753.64,Returning customer with historical transaction activity.,Payment of ₹753.64 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,753.64,2
CASE_00185,payment_failure,4756.73,Returning customer with historical transaction activity.,"Payment of ₹4,756.73 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,4756.73,1
CASE_00186,payment_failure,5713.72,Returning customer with historical transaction activity.,"Payment of ₹5,713.72 failed during the payment flow.",mandate_failure,mandate_retry,approved,failed,0.0,0
CASE_00187,payment_failure,3844.56,Returning customer with historical transaction activity.,"Payment of ₹3,844.56 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,3844.56,2
CASE_00188,payment_failure,154.38,Returning customer with historical transaction activity.,Payment of ₹154.38 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,154.38,1
CASE_00189,payment_failure,7176.18,Returning customer with historical transaction activity.,"Payment of ₹7,176.18 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,7176.18,3
CASE_00190,payment_failure,189.24,Returning customer with historical transaction activity.,Payment of ₹189.24 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,189.24,3
CASE_00191,payment_failure,12671.61,Returning customer with historical transaction activity.,"Payment of ₹12,671.61 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,12671.61,1
CASE_00192,payment_failure,2468.42,Returning customer with historical transaction activity.,"Payment of ₹2,468.42 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,2468.42,1
CASE_00193,payment_failure,4154.98,Returning customer with historical transaction activity.,"Payment of ₹4,154.98 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,4154.98,3
CASE_00194,payment_failure,17400.12,Returning customer with historical transaction activity.,"Payment of ₹17,400.12 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,17400.12,1
CASE_00195,payment_failure,5202.44,Returning customer with historical transaction activity.,"Payment of ₹5,202.44 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,5202.44,3
CASE_00196,payment_failure,17758.68,Returning customer with historical transaction activity.,"Payment of ₹17,758.68 failed during the payment flow.",network_error,retry,approved,recovered,17758.68,1
CASE_00197,payment_failure,772.73,Returning customer with historical transaction activity.,Payment of ₹772.73 failed during the payment flow.,network_error,retry,approved,recovered,772.73,2
CASE_00198,payment_failure,11214.96,Returning customer with historical transaction activity.,"Payment of ₹11,214.96 failed during the payment flow.",bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_00199,payment_failure,6827.58,Returning customer with historical transaction activity.,"Payment of ₹6,827.58 failed during the payment flow.",network_error,retry,approved,recovered,6827.58,2
CASE_00200,payment_failure,102.92,Returning customer with historical transaction activity.,Payment of ₹102.92 failed during the payment flow.,network_error,retry,approved,recovered,102.92,3
CASE_00201,payment_failure,3100.05,Returning customer with historical transaction activity.,"Payment of ₹3,100.05 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,3100.05,2
CASE_00202,payment_failure,6273.97,Returning customer with historical transaction activity.,"Payment of ₹6,273.97 failed during the payment flow.",insufficient_funds,delayed_retry,approved,partial,2457.94,5
CASE_00203,payment_failure,11751.14,Returning customer with historical transaction activity.,"Payment of ₹11,751.14 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,11751.14,3
CASE_00204,payment_failure,375.99,Returning customer with historical transaction activity.,Payment of ₹375.99 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,375.99,2
CASE_00205,payment_failure,8923.33,Returning customer with historical transaction activity.,"Payment of ₹8,923.33 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,8923.33,1
CASE_00206,payment_failure,3580.62,Returning customer with historical transaction activity.,"Payment of ₹3,580.62 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,3580.62,1
CASE_00207,payment_failure,474.76,Returning customer with historical transaction activity.,Payment of ₹474.76 failed during the payment flow.,bank_timeout,delayed_retry,approved,recovered,474.76,2
CASE_00208,payment_failure,257.3,Returning customer with historical transaction activity.,Payment of ₹257.30 failed during the payment flow.,expired_card,payment_method_update,approved,recovered,257.3,3
CASE_00209,payment_failure,8897.6,Returning customer with historical transaction activity.,"Payment of ₹8,897.60 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,8897.6,3
CASE_00210,payment_failure,566.89,Returning customer with historical transaction activity.,Payment of ₹566.89 failed during the payment flow.,bank_timeout,delayed_retry,approved,failed,0.0,0
CASE_00211,payment_failure,7279.1,Returning customer with historical transaction activity.,"Payment of ₹7,279.10 failed during the payment flow.",mandate_failure,mandate_retry,approved,recovered,7279.1,2
CASE_00212,payment_failure,12730.54,Returning customer with historical transaction activity.,"Payment of ₹12,730.54 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,12730.54,3
CASE_00213,payment_failure,9044.51,Returning customer with historical transaction activity.,"Payment of ₹9,044.51 failed during the payment flow.",expired_card,payment_method_update,approved,partial,2633.27,3
CASE_00214,payment_failure,4836.41,Returning customer with historical transaction activity.,"Payment of ₹4,836.41 failed during the payment flow.",network_error,retry,approved,recovered,4836.41,1
CASE_00215,payment_failure,566.89,Returning customer with historical transaction activity.,Payment of ₹566.89 failed during the payment flow.,network_error,retry,approved,recovered,566.89,1
CASE_00216,payment_failure,444.88,Returning customer with historical transaction activity.,Payment of ₹444.88 failed during the payment flow.,mandate_failure,mandate_retry,approved,recovered,444.88,3
CASE_00217,payment_failure,11910.5,Returning customer with historical transaction activity.,"Payment of ₹11,910.50 failed during the payment flow.",bank_timeout,delayed_retry,approved,recovered,11910.5,3
CASE_00218,payment_failure,451.52,Returning customer with historical transaction activity.,Payment of ₹451.52 failed during the payment flow.,insufficient_funds,delayed_retry,approved,failed,0.0,0
CASE_00219,payment_failure,1253.3,Returning customer with historical transaction activity.,"Payment of ₹1,253.30 failed during the payment flow.",insufficient_funds,delayed_retry,approved,recovered,1253.3,3
CASE_00220,payment_failure,4727.68,Returning customer with historical transaction activity.,"Payment of ₹4,727.68 failed during the payment flow.",expired_card,payment_method_update,approved,recovered,4727.68,1
CASE_00221,payment_failure,4073.64,Returning customer with historical transaction activity.,"Payment of ₹4,073.64 failed during the payment flow.",fraud_risk,block_and_escalate,blocked,blocked,0.0,0
